title,link,days_passed,company,location,salary
برنامه‌نویس پایتون (Python),https://jobinja.ir/companies/irsa-asset-management/jobs/C7Hw/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%D9%85%D8%AF%DB%8C%D8%B1%DB%8C%D8%AA-%D8%AF%D8%A7%D8%B1%D8%A7%DB%8C%DB%8C-%D8%A7%DB%8C%D8%B1%D8%B3%D8%A7?_ref=16,(۵۱ روز پیش),مدیریت دارایی ایرسا | IRSA asset management,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۱۰,۰۰۰,۰۰۰تومان)"
برنامه‌نویس پایتون (Python),https://jobinja.ir/companies/chartbox/jobs/C7fF/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%DA%86%D8%A7%D8%B1%D8%AA-%D8%A8%D8%A7%DA%A9%D8%B3?_ref=16,(۵۱ روز پیش),چارت باکس | Chartbox,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۸,۰۰۰,۰۰۰تومان)"
برنامه‌نویس پایتون (Python),https://jobinja.ir/companies/mahan-fan-afarin/jobs/CNvu/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%D9%85%D8%A7%D9%87%D8%A7%D9%86-%D9%81%D9%86-%D8%A2%D9%81%D8%B1%DB%8C%D9%86?_ref=16,(۲۷ روز پیش),ماهان فن آفرین | Mahan Fan Afarin,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python),https://jobinja.ir/companies/walliro/jobs/CmhR/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%D9%88%D8%A7%D9%84%DB%8C%D8%B1%D9%88?_ref=16,(۵۸ روز پیش),والیرو | Walliro,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python),https://jobinja.ir/companies/payvast/jobs/C4qy/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1%DB%8C-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA?_ref=16,(۵۹ روز پیش),گروه نرم افزاری پیوست | Payvast Software Group,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (python),https://jobinja.ir/companies/seminarema/jobs/CESU/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%D8%B3%D9%85%DB%8C%D9%86%D8%A7%D8%B1%D9%85%D8%A7?_ref=16,(۲۳ روز پیش),سمینارما | Seminare Ma,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python/Django),https://jobinja.ir/companies/idepardazandornian-holding/jobs/C4Dd/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-django-%D8%AF%D8%B1-%D9%87%D9%84%D8%AF%DB%8C%D9%86%DA%AF-%D8%A7%DB%8C%D8%AF%D9%87-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%A7%D9%86-%D8%AF%D8%B1%D9%86%DB%8C%D8%A7%D9%86?_ref=16,(۵۵ روز پیش),هلدینگ ایده پردازان درنیان | Idepardazandornian Holding,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python-ساری),https://jobinja.ir/companies/dornica-4/jobs/CgOq/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%B3%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AF%D8%B1%D9%86%DB%8C%DA%A9%D8%A7?_ref=16,(۲۵ روز پیش),درنیکا | DORNICA,مازندران، ساری,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python-آقا),https://jobinja.ir/companies/fardiran/jobs/CkSt/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D9%81%D8%B1%D8%AF-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86?_ref=16,(۴۴ روز پیش),فرد ایران | Fard Iran,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python/Django),https://jobinja.ir/companies/glass-star/jobs/C42Q/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-django-%D8%AF%D8%B1-%DA%AF%D9%84%D8%B3-%D8%A7%D8%B3%D8%AA%D8%A7%D8%B1?_ref=16,(۵۹ روز پیش),گلس استار | Glass Star,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python-مشهد),https://jobinja.ir/companies/amoot/jobs/CE3f/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1%DB%8C-%D8%A2%D9%85%D9%88%D8%AA?_ref=16,(۱۷ روز پیش),نرم افزاری آموت | Amoot Software,خراسان رضوی، مشهد,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python-اصفهان),https://jobinja.ir/companies/markazeahan/jobs/CN9x/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%D9%85%D8%B1%DA%A9%D8%B2%D8%A2%D9%87%D9%86?_ref=16,(۲۹ روز پیش),مرکزآهن | Markazeahan,اصفهان، اصفهان,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python/Django-دورکاری),https://jobinja.ir/companies/sepris-1/jobs/CjwZ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-django-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%B3%D9%BE%D8%B1%DB%8C%D8%B3?_ref=16,(۳۶ روز پیش),سپریس | Sepris,تهران، تهران,قرارداددورکاری(حقوقتوافقی)
توسعه‌دهنده پایتون (Python Backend Developer),https://jobinja.ir/companies/research-center-on-developing-advanced-technologies/jobs/CID9/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-backend-developer-%D8%AF%D8%B1-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DA%AF%D8%A7%D9%87-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%87%D8%A7%DB%8C-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87-%D8%AE%D9%88%D8%A7%D8%AC%D9%87-%D9%86%D8%B5%DB%8C%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86-%D8%B7%D9%88%D8%B3%DB%8C?_ref=16,(۶ روز پیش),پژوهشگاه توسعه فناوری‌های پیشرفته خواجه‌ نصیرالدین طوسی | Research Center on Developing Advanced Technologies,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
مدرس برنامه‌نویسی پایتون(Python-کرج),https://jobinja.ir/companies/netcollege/jobs/Co4m/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%DA%A9%D8%B1%D8%AC-%D8%AF%D8%B1-%D9%86%D8%AA-%DA%A9%D8%A7%D9%84%D8%AC?_ref=16,(۵۱ روز پیش),نت کالج | Net College,البرز، کرج,قراردادپاره‌وقت(حقوقتوافقی)
توسعه‌دهنده ارشد پایتون (Senior Python Developer),https://jobinja.ir/companies/mahsan-1/jobs/CEj3/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D8%A7%D8%B1%D8%B4%D8%AF-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-senior-python-developer-%D8%AF%D8%B1-%D9%85%D9%87%D8%B3%D8%A7%D9%86?_ref=16,(۲۰ روز پیش),مهسان | Mahsan,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
کارآموز پایتون,https://jobinja.ir/companies/hitech-5/jobs/CTZH/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%A2%D9%85%D9%88%D8%B2-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D8%AF%D8%B1-%D9%87%D8%A7%DB%8C%D8%AA%DA%A9?_ref=16,(امروز),هایتک | Hitech,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
توسعه دهنده پایتون,https://jobinja.ir/companies/rayanbourse/jobs/Cusy/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D8%AF%D8%B1-%D8%B1%D8%A7%DB%8C%D8%A7%D9%86-%D8%A8%D9%88%D8%B1%D8%B3?_ref=16,(۱۵ روز پیش),رایان بورس | RayanBourse,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون,https://jobinja.ir/companies/vista-asset-managment/jobs/CEuv/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D8%AF%D8%B1-%D8%B3%D8%A8%D8%AF%DA%AF%D8%B1%D8%AF%D8%A7%D9%86-%D9%88%DB%8C%D8%B3%D8%AA%D8%A7?_ref=16,(۲۰ روز پیش),سبدگردان ویستا | Vista Asset Managment,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون,https://jobinja.ir/companies/melal-credit-institute/jobs/CMRo/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D8%AF%D8%B1-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D9%85%D9%84%D9%84-%D9%81%D8%A7%D9%85?_ref=16,(۱۰ روز پیش),تجارت الکترونیک و فناوری اطلاعات ملل (فام) | Melal Credit Institute,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Python Developer,https://jobinja.ir/companies/asiatech/jobs/CM3i/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D8%AF%D8%B1-%D8%A2%D8%B3%DB%8C%D8%A7%D8%AA%DA%A9?_ref=16,(۳ روز پیش),آسیاتک | Asiatech,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Python Developer,https://jobinja.ir/companies/dadeh-afzar-arman-1/jobs/CupA/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D8%AF%D8%B1-%D8%AF%D8%A7%D8%AF%D9%87-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D8%A2%D8%B1%D9%85%D8%A7%D9%86?_ref=16,(۱۴ روز پیش),داده افزار آرمان | Dadeh Afzar Arman,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Python Developer,https://jobinja.ir/companies/texoom/jobs/CuIW/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D8%AF%D8%B1-%D8%AA%DA%A9%D8%B2%D9%88%D9%85?_ref=16,(۱۵ روز پیش),تکزوم | Texoom,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Python Developer,https://jobinja.ir/companies/cinnagen/jobs/CEBw/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D8%AF%D8%B1-%D8%B3%DB%8C%D9%86%D8%A7%DA%98%D9%86?_ref=16,(۱۷ روز پیش),سیناژن | Cinnagen,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Python Developer,https://jobinja.ir/companies/digitoon/jobs/CEYn/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D8%AF%D8%B1-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D9%88%D9%86?_ref=16,(۲۴ روز پیش),دیجیتون | Digitoon,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Python Developer,https://jobinja.ir/companies/snappmarket/jobs/CuMw/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE-%DA%AF%D8%B1%D9%88%D8%B3%D8%B1%DB%8C?_ref=16,(۱۳ روز پیش),اسنپ گروسری | Snapp Grocery,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Python Developer,https://jobinja.ir/companies/ettesal-yekparcheh/jobs/Cu0U/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D8%AF%D8%B1-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%DB%8C%DA%A9%D9%BE%D8%A7%D8%B1%DA%86%D9%87?_ref=16,(۱۶ روز پیش),اتصال یکپارچه  | Ettesal Yekparcheh,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (OpenCV),https://jobinja.ir/companies/amayesh-rah-mihan/jobs/Cuq6/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-opencv-%D8%AF%D8%B1-%D8%A2%D9%85%D8%A7%DB%8C%D8%B4-%D8%B1%D8%A7%D9%87-%D9%85%DB%8C%D9%87%D9%86?_ref=16,(۱۶ روز پیش),آمایش راه میهن  | Amayesh Rah Mihan,تهران، تهران,قراردادپاره‌وقت(حقوقتوافقی)
برنامه‌نویس Python,https://jobinja.ir/companies/irancell-labs-1/jobs/CMLP/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%D8%B3%D9%84-%D9%84%D8%A8%D8%B2?_ref=16,(۹ روز پیش),ایرانسل لبز | Irancell Labs,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Python,https://jobinja.ir/companies/liaservices/jobs/CjG5/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-%D8%AF%D8%B1-%D9%84%DB%8C%D8%A7-%D8%B3%D8%B1%D9%88%DB%8C%D8%B3?_ref=16,(۱۶ روز پیش),لیا سرویس | liaservices,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۱۲,۰۰۰,۰۰۰تومان)"
Senior Python Developer,https://jobinja.ir/companies/sternx/jobs/CEBE/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-python-developer-%D8%AF%D8%B1-%D8%A7%D8%B4%D8%AA%D8%B1%D9%86-%D8%A7%DB%8C%DA%A9%D8%B3-%D8%AA%DA%A9%D9%86%D9%88%D9%84%D9%88%DA%98%DB%8C?_ref=16,(۱۷ روز پیش),اشترن ایکس تکنولوژی | TechX,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Senior Python Developer,https://jobinja.ir/companies/naghsh-aval-keyfiat/jobs/C7bM/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-python-developer-%D8%AF%D8%B1-%D9%86%D9%82%D8%B4-%D8%A7%D9%88%D9%84-%DA%A9%DB%8C%D9%81%DB%8C%D8%AA?_ref=16,(۵۱ روز پیش),نقش اول کیفیت | Naghsh Aval Keyfiat,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۲۴,۰۰۰,۰۰۰تومان)"
Python Developer (Django),https://jobinja.ir/companies/farda-intelligent-communicationg-solution/jobs/CYW5/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-django-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%B1%D8%A7%D9%87%DA%A9%D8%A7%D8%B1%D9%87%D8%A7%DB%8C-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%A2%D8%B1%DB%8C%D8%B3?_ref=16,(۵۷ روز پیش),توسعه راهکارهای هوشمند آریس | ARIS ISD,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Python,https://jobinja.ir/companies/ariana-1/jobs/CEuD/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-%D8%AF%D8%B1-%D8%AA%D8%AD%D9%84%DB%8C%D9%84-%DA%AF%D8%B1%D8%A7%D9%86-%D8%B4%D8%A8%DA%A9%D9%87-%D8%A2%D8%B1%DB%8C%D8%A7%D9%86%D8%A7?_ref=16,(۲۰ روز پیش),تحلیل گران شبکه آریانا | Ariana,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Python,https://jobinja.ir/companies/misco/jobs/Cr29/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-%D8%AF%D8%B1-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%86%D9%81%D9%88%D8%B1%D9%85%D8%A7%D8%AA%DB%8C%DA%A9?_ref=16,(۲۹ روز پیش),خدمات انفورماتیک | ISC,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
python javascript developer,https://jobinja.ir/companies/vardast-1/jobs/CjEC/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-javascript-developer-%D8%AF%D8%B1-%D9%88%D8%B1%D8%AF%D8%B3%D8%AA?_ref=16,(۳۴ روز پیش),وردست | Vardast,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Python,https://jobinja.ir/companies/innodax/jobs/Cj2J/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-%D8%AF%D8%B1-%D8%A7%DB%8C%D9%86%D9%88%D8%AF%DA%A9%D8%B3?_ref=16,(۳۷ روز پیش),اینودکس | Innodax,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Senior Python Developer,https://jobinja.ir/companies/adwised/jobs/CMan/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-python-developer-%D8%AF%D8%B1-%D8%A7%D8%AF%D9%88%D8%A7%DB%8C%D8%B2%D8%AF?_ref=16,(۷ روز پیش),ادوایزد | Adwised,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Senior Python Developer,https://jobinja.ir/companies/charisma-financial-information-processing/jobs/CvKD/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-python-developer-%D8%AF%D8%B1-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B4-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D9%85%D8%A7%D9%84%DB%8C-%DA%A9%D8%A7%D8%B1%DB%8C%D8%B2%D9%85%D8%A7?_ref=16,(۳۰ روز پیش),پردازش اطلاعات مالی کاریزما | Charisma Financial Information Processing,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Senior Python Developer,https://jobinja.ir/companies/ararat-5/jobs/Cvxg/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-python-developer-%D8%AF%D8%B1-%D8%A7%D9%81%D8%B1%D8%A7-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D8%A2%D8%AF%D9%86%D9%8A%D8%B3?_ref=16,(۴۰ روز پیش),افرا تجارت آدنيس | Afra Tejarat Adnis,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۲۰,۰۰۰,۰۰۰تومان)"
Junior python Developer,https://jobinja.ir/companies/payam-negar-tandis-lyan/jobs/C77u/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-junior-python-developer-%D8%AF%D8%B1-%D9%BE%D9%86%DA%A9%D9%88?_ref=16,(۴۹ روز پیش),پنکو | Panco,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Python) Odoo Developer),https://jobinja.ir/companies/wish-work/jobs/C4iF/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-odoo-developer-%D8%AF%D8%B1-%D9%88%DB%8C%D8%B4-%D9%88%D8%B1%DA%A9?_ref=16,(۵۵ روز پیش),ویش ورک | Wish Work,تهران، تهران,"قراردادپاره‌وقت(حقوقاز۱۵,۰۰۰,۰۰۰تومان)"
برنامه نویس پایتون GUI,https://jobinja.ir/companies/technological-virtual-collaboration-tecvico/jobs/CunD/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-gui-%D8%AF%D8%B1-%D8%B4%D8%A8%DA%A9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%85%D8%AC%D8%A7%D8%B2%DB%8C-%D8%A8%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C-%D8%AA%D8%AF%D8%A8%DB%8C%D8%B1-%DA%A9%D8%B1%DB%8C%D9%85%D8%A7%D9%86-%DA%A9%D9%88%DB%8C%D8%B1?_ref=16,(۱۲ روز پیش),شبکه فناوری مجازی بین المللی تدبیر کریمان کویر | Technological Virtual Collaboration (tecvico),تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
توسعه دهنده پایتون (جنگو-آقا),https://jobinja.ir/companies/arzesh-kavan-toseh-amin/jobs/CuRI/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D8%AC%D9%86%DA%AF%D9%88-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D8%A7%D8%B1%D8%B2%D8%B4-%DA%A9%D8%A7%D9%88%D8%A7%D9%86-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%A7%D9%85%DB%8C%D9%86?_ref=16,(۱۷ روز پیش),ارزش کاوان توسعه امین | Arzesh Kavan Toseh Amin,تهران، تهران,قراردادتمام‌وقت(حقوقحقوقپایه(وزارتکار))
